CrashId,VehicleId,PersonId,Age,Gender,Gender Text Format,State,Postal Code,Person Type,Person Type Text Format,Injury Status,Injury Status Text Format,Condition at Time of Crash,Condition at Time of Crash Text Format,Condition at Time of Crash2,Condition at Time of Crash2 Text Format,Action Taken by Officer,Action Taken by Officer Text Format,Alcohol Test Status,Alcohol Test Status Text Format,Type Of Alcohol Test,Type Of Alcohol Test Text Format,Drug Test Status,Drug Test Status Text Format,Type Of Drig Test,Type Of Drig Test Text Format,Ejection Status,Ejection Status Text Format,Restraint System,Restraint System Text Format,Helmet Use,Helmet Use Text Format,Air Bag Status,Air Bag Status Text Format,Speeding Related,Speeding Related Text Format,Driver Actions 1,Driver Actions 1 Text Format,Driver Actions 2,Driver Actions 2 Text Format,Driver Actions 3,Driver Actions 3 Text Format,Driver Actions 4,Driver Actions 4 Text Format,Driver Distracted By,Driver Distracted By Text Format,Roadway On Which Nonmotorist Was Traveling/Located,Direction nonmotorist was traveling,Direction Unknown,Striking Motor Vehicle ID,Bicycle ID,Non-Motorist Not In Roadway,Actions or Circumstances Prior to Crash,Actions or Circumstances Prior to Crash Text Format,To or From School,To or From School Text Format,Actions or Circumstances At Time Of Crash,Actions or Circumstances At Time Of Crash Text Format,Actions or Circumstances At Time Of Crash2,Actions or Circumstances At Time Of Crash2 Text Format,Location At Time Of Crash,Location At Time Of Crash Text Format,Safety Equipment,Safety Equipment Text Format,Safety Equipment2,Safety Equipment2 Text Format,Non-motorist Distracted By,Non-motorist Distracted By Text Format,Seating Position,Seating Position Text Format,Seating Position for Bus,City,Country,Driver License Jurisdiction,Driver License Jurisdiction Text Format,Drivers License Issued By,Drivers License Class,Commercial License Class,Commercial License Class Text Format,Transported to First Medical Facility By,Transported to First Medical Facility By Text Format,Name of the EMS agency,Name of the Intended Receiving Facility
1146936,,2,41.0,1,Male,CT,06112,3,Pedestrian,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,,S,False,1.0,,False,1.0,Crossing Roadway,1.0,No,1.0,No Improper Action,88.0,Not Applicable,5.0,Travel Lane-Other Location,0.0,None,88.0,Not Applicable,99.0,Unknown if Distracted,,,,Hartford,,2.0,State,CT,,,,1.0,Not Transported,,
1146937,1.0,1,69.0,1,Male,CT,06280,1,Driver,K,Fatal Injury (K),97.0,Other,88.0,Not Applicable,1.0,Verbal Warning,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,0.0,None Used-Motor Vehicle Occupant,88.0,Not Applicable,6.0,Deployed-Combination,1.0,No,2.0,Ran Off Roadway,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,1.0,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Windham        ,,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,Glastonbury Ambulance,Hartford Hospital
1146938,3.0,3,25.0,1,Male,CT,06118,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,99.0,Unknown,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,East Hartford,,2.0,State,CT,4.0,1.0,No,1.0,Not Transported,,
1147049,,2,40.0,1,Male,CT,06810,3,Pedestrian,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,Lake Ave Ext.,E,False,1.0,,False,1.0,Crossing Roadway,1.0,No,3.0,Failure to Yield Right-Of-Way,,,5.0,Travel Lane-Other Location,0.0,None,,,99.0,Unknown if Distracted,,,,Danbury,,,,CT,,,,3.0,EMS Ground,Danbury EMS,DANBURY HOSPITAL
1147370,1.0,1,41.0,1,Male,CT,06492,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,1.0,Not Deployed,99.0,Unknown,2.0,Ran Off Roadway,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Wallingford,,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,Hunter's Ambulance,YALE- NEW HAVEN
1147530,,2,71.0,1,Male,FL,32801,3,Pedestrian,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,I-91,N,False,1.0,,False,3.0,Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane),1.0,No,99.0,Unknown,88.0,Not Applicable,5.0,Travel Lane-Other Location,99.0,Unknown,88.0,Not Applicable,99.0,Unknown if Distracted,,,,Orlando,,2.0,State,FL,,,,1.0,Not Transported,North Haven FD/EMS,
1147570,2.0,2,23.0,2,Female,CT,06514,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,1.0,No,1.0,No Contributing Action,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Hamden,,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,AMR,Bridgeport Hosp
1147628,2.0,2,19.0,1,Male,CT,06089,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,88.0,Not Applicable,4.0,"Helmet, Unknown If DOT-Compliant",88.0,Not applicable,3.0,Exceeded Speed Limit,14.0,Operated Motor Vehicle in Reckless or Aggressive Manner,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Weatogue,,2.0,State,CT,4.0,1.0,No,1.0,Not Transported,,
1148612,1.0,1,65.0,2,Female,CT,06251,1,Driver,K,Fatal Injury (K),1.0,Apparently Normal,88.0,Not Applicable,0.0,None taken,3.0,Test Given,1.0,Blood,3.0,Test Given,1.0,Blood,1.0,Not Ejected,0.0,None Used-Motor Vehicle Occupant,88.0,Not Applicable,6.0,Deployed-Combination,1.0,No,1.0,No Contributing Action,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Mansfield Depot,,2.0,State,CT,4.0,1.0,No,1.0,Not Transported,Hebron,
1150745,1.0,1,75.0,1,Male,CT,06360,1,Driver,K,Fatal Injury (K),4.0,"Ill (sick), Fainted",,,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,99.0,Unknown,2.0,Ran Off Roadway,,,,,,,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,NORWICH,,,,CT,,,,3.0,EMS Ground,American Ambulance,Lawrence & Memorial Hospital
1151026,1.0,1,17.0,1,Male,CT,06615,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,0.0,None Used-Motor Vehicle Occupant,88.0,Not Applicable,3.0,Deployed-Side,3.0,Exceeded Speed Limit,2.0,Ran Off Roadway,14.0,Operated Motor Vehicle in Reckless or Aggressive Manner,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Stratford,,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,Stratford EMS,Bridgeport Hospital
1151133,1.0,1,21.0,1,Male,CT,06606,1,Driver,K,Fatal Injury (K),6.0,Under the Influence of Medications/Drugs/Alcohol,88.0,Not Applicable,0.0,None taken,3.0,Test Given,1.0,Blood,3.0,Test Given,1.0,Blood,1.0,Not Ejected,1.0,Shoulder and Lap Belt Used,88.0,Not Applicable,6.0,Deployed-Combination,1.0,No,2.0,Ran Off Roadway,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Bridgeport,UnitedStates,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,SEMS,STAMFORD HOSPITAL
1151936,1.0,1,44.0,1,Male,CT,06902-,1,Driver,K,Fatal Injury (K),99.0,Unknown,99.0,Unknown,0.0,None taken,3.0,Test Given,1.0,Blood,3.0,Test Given,1.0,Blood,1.0,Not Ejected,0.0,None Used-Motor Vehicle Occupant,88.0,Not Applicable,6.0,Deployed-Combination,1.0,No,2.0,Ran Off Roadway,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,1.0,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,STAMFORD,UnitedStates,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,STAMFORD EMS,STAMFORD HOSPITAL
1152164,,2,32.0,1,Male,CT,06790,3,Pedestrian,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,Interstate 84,E,False,1.0,,False,1.0,Crossing Roadway,1.0,No,5.0,"In Roadway Improperly (Standing, Lying, Working, Playing)",6.0,"Disabled Vehicle Related (Working on, Pushing, Leaving/Approaching)",5.0,Travel Lane-Other Location,0.0,None,88.0,Not Applicable,99.0,Unknown if Distracted,,,,Torrington,,2.0,State,CT,,,,3.0,EMS Ground,AMR,SAINT FRANCIS
1152236,2.0,2,28.0,1,Male,CT,06514,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,99.0,Unknown,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Hamden,,2.0,State,CT,4.0,1.0,No,1.0,Not Transported,,
1152745,1.0,3,79.0,2,Female,CT,06268,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1.0,Not Ejected,1.0,Shoulder and Lap Belt Used,88.0,Not Applicable,6.0,Deployed-Combination,,,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13.0,"First Row, Right Seat",,Storrs,,,,CT,,,,1.0,Not Transported,,
1153919,1.0,4,19.0,2,Female,CT,06801,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1.0,Not Ejected,0.0,None Used-Motor Vehicle Occupant,88.0,Not Applicable,99.0,Unknown,,,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,22.0,"Second Row, Middle Seat",,Bethel,UnitedStates,,,,,,,1.0,Not Transported,,
1154445,,2,70.0,1,Male,CT,06511,3,Pedestrian,K,Fatal Injury (K),99.0,Unknown,,,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,WHALLEY AVE,E,False,1.0,,False,1.0,Crossing Roadway,99.0,Unknown,99.0,Unknown,88.0,Not Applicable,1.0,Intersection-Marked Crosswalk,0.0,None,88.0,Not Applicable,99.0,Unknown if Distracted,,,,New Haven,UnitedStates,,,CT,,,,3.0,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1154539,2.0,2,25.0,1,Male,CT,06716,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,99.0,Unknown if Tested,88.0,Not Applicable,99.0,Unknown if Tested,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,99.0,Unknown,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Wolcott,,2.0,State,CT,4.0,1.0,No,1.0,Not Transported,OCME,OCME
1154539,2.0,6,23.0,2,Female,CT,06611,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,,,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13.0,"First Row, Right Seat",,Trumbull,,,,CT,,,,1.0,Not Transported,OCME,OCME
1154539,3.0,3,26.0,1,Male,CT,06513,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,99.0,Unknown if Tested,88.0,Not Applicable,99.0,Unknown if Tested,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,99.0,Unknown,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,New Haven,,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,AMR,Yale New Haven Hospital
1154539,2.0,5,22.0,2,Female,CT,06851,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,,,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,23.0,"Second Row, Right Seat",,Norwalk,,,,CT,,,,1.0,Not Transported,OCME,OCME
1155606,2.0,3,17.0,2,Female,CT,06405,2,Passenger,K,Fatal Injury (K),,,,,,,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,3.0,"Ejected, Totally",99.0,Unknown,88.0,Not Applicable,99.0,Unknown,,,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13.0,"First Row, Right Seat",,Branford,,2.0,State,CT,,,,3.0,EMS Ground,AMR,YALE-NEW HAVEN
1155608,1.0,1,70.0,1,Male,CT,06066,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,88.0,Not Applicable,2.0,DOT-Compliant Motorcycle Helmet,88.0,Not applicable,99.0,Unknown,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Vernon Rockville,,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,ASM,HARTFORD HOSPITAL
1156021,1.0,2,19.0,1,Male,CT,06360,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,,,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13.0,"First Row, Right Seat",,Norwich,,,,CT,,,,3.0,EMS Ground,,Backus Hospital
1156389,1.0,1,65.0,1,Male,CT,06492,1,Driver,K,Fatal Injury (K),4.0,"Ill (sick), Fainted",88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,0.0,None Used-Motor Vehicle Occupant,88.0,Not Applicable,1.0,Not Deployed,3.0,Exceeded Speed Limit,2.0,Ran Off Roadway,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Wallingford,,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,,MidState Medical Center
1156862,2.0,2,41.0,1,Male,CT,06420,1,Driver,K,Fatal Injury (K),6.0,Under the Influence of Medications/Drugs/Alcohol,88.0,Not Applicable,0.0,None taken,3.0,Test Given,1.0,Blood,3.0,Test Given,1.0,Blood,1.0,Not Ejected,0.0,None Used-Motor Vehicle Occupant,88.0,Not Applicable,6.0,Deployed-Combination,1.0,No,3.0,Failed to Yield Right-of-Way,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,1.0,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Salem,,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,Salem EMS,BACKUS HOSPITAL
1157615,,2,88.0,2,Female,CT,06340,3,Pedestrian,K,Fatal Injury (K),1.0,Apparently Normal,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,pkg lot rdwy,N,False,1.0,,False,1.0,Crossing Roadway,1.0,No,1.0,No Improper Action,,,5.0,Travel Lane-Other Location,0.0,None,,,1.0,Not Distracted,,,,Groton Long Pnt,,,,CT,,,,3.0,EMS Ground,New London Fire Department,Lawrence and Memorial Hospital
1158206,1.0,1,47.0,1,Male,CT,06513,1,Driver,K,Fatal Injury (K),4.0,"Ill (sick), Fainted",88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,0.0,None Used-Motor Vehicle Occupant,88.0,Not Applicable,6.0,Deployed-Combination,1.0,No,12.0,Followed Too Closely,2.0,Ran Off Roadway,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,East Haven     ,,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,AMR,Yale New Haven Hospital 
1159351,1.0,1,20.0,1,Male,CT,06053,1,Driver,K,Fatal Injury (K),99.0,Unknown,,,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,99.0,Unknown,3.0,Exceeded Speed Limit,4.0,Ran Red Light,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,NEW BRITAIN,UnitedStates,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1159555,1.0,3,70.0,2,Female,CT,06457,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1.0,Not Ejected,1.0,Shoulder and Lap Belt Used,88.0,Not Applicable,6.0,Deployed-Combination,,,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13.0,"First Row, Right Seat",,Middletown,,,,CT,,,,3.0,EMS Ground,EMS Wolcott,St. Mary's Hospital
1160482,1.0,3,80.0,1,Male,CT,06612,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,,,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13.0,"First Row, Right Seat",,Easton,,,,CT,,,,1.0,Not Transported,Trumbull E.M.S.,O.C.M.E.
1160482,1.0,1,65.0,1,Male,CT,06612,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,99.0,Unknown if Tested,88.0,Not Applicable,99.0,Unknown if Tested,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,99.0,Unknown,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Easton,,2.0,State,CT,4.0,1.0,No,1.0,Not Transported,Stratford E.M.S.,O.C.M.E.
1160482,2.0,2,21.0,1,Male,MA,01778,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,99.0,Unknown if Tested,88.0,Not Applicable,99.0,Unknown if Tested,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,2.0,Deployed-Front,99.0,Unknown,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,WAYLAND,,2.0,State,MA,99.0,1.0,No,1.0,Not Transported,Trumbull E.M.S.,O.C.M.E. 
1160482,1.0,4,81.0,2,Female,CT,06612,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,,,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,22.0,"Second Row, Middle Seat",,Easton,,,,CT,,,,1.0,Not Transported,Stratford E.M.S.,O.C.M.E. 
1160509,1.0,1,42.0,1,Male,CT,06604,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,99.0,Unknown if Tested,88.0,Not Applicable,99.0,Unknown if Tested,88.0,Not Applicable,1.0,Not Ejected,99.0,Unknown,88.0,Not Applicable,6.0,Deployed-Combination,1.0,No,2.0,Ran Off Roadway,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Bridgeport,,2.0,State,CT,4.0,1.0,No,97.0,Other,O.C.M.E.,O.C.M.E.
1160987,1.0,1,70.0,2,Female,CT,06794,1,Driver,K,Fatal Injury (K),1.0,Apparently Normal,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,1.0,Shoulder and Lap Belt Used,88.0,Not Applicable,2.0,Deployed-Front,1.0,No,1.0,No Contributing Action,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,1.0,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Washington Depot,,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,Ridgefield Fire Department,Danbury Hospital
1161580,,3,65.0,1,Male,CT,06471,3,Pedestrian,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,Foxon Road,E,False,1.0,,False,3.0,Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane),1.0,No,9.0,"Not Visible (Dark Clothing, No Lighting, etc.)",99.0,Unknown,7.0,Shoulder/Roadside,0.0,None,88.0,Not Applicable,99.0,Unknown if Distracted,,,,North Branford,,2.0,State,CT,,,,1.0,Not Transported,,
1161914,1.0,1,69.0,1,Male,CT,06606,1,Driver,K,Fatal Injury (K),1.0,Apparently Normal,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,1.0,Shoulder and Lap Belt Used,88.0,Not Applicable,6.0,Deployed-Combination,99.0,Unknown,1.0,No Contributing Action,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Bridgeport,,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,Trumbull E.M.S.,ST. VINCENT
1161915,1.0,1,26.0,1,Male,CT,06096,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,0.0,None Used-Motor Vehicle Occupant,88.0,Not Applicable,1.0,Not Deployed,99.0,Unknown,2.0,Ran Off Roadway,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Windsor Locks,,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,Aetna,HARTFORD
1162262,2.0,3,30.0,1,Male,CT,06112,1,Driver,K,Fatal Injury (K),99.0,Unknown,,,0.0,None taken,99.0,Unknown if Tested,88.0,Not Applicable,3.0,Test Given,1.0,Blood,3.0,"Ejected, Totally",88.0,Not Applicable,1.0,No Helmet,88.0,Not applicable,99.0,Unknown,10.0,Improper Passing,4.0,Ran Red Light,,,,,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Hartford,,2.0,State,CT,4.0,1.0,No,3.0,EMS Ground,AMR #917,St. Francis Hospital
1162417,,2,70.0,1,Male,MA,01201,3,Pedestrian,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,99.0,Unknown if Tested,88.0,Not Applicable,99.0,Unknown if Tested,88.0,Not Applicable,,,,,,,,,,,,,,,,,,,,,Danbury Road,S,False,1.0,,False,1.0,Crossing Roadway,1.0,No,2.0,Dart/Dash,9.0,"Not Visible (Dark Clothing, No Lighting, etc.)",5.0,Travel Lane-Other Location,0.0,None,88.0,Not Applicable,1.0,Not Distracted,,,,Pittsfield,,,,MA,,,,1.0,Not Transported,,
1163236,1.0,1,41.0,1,Male,CT,06112,1,Driver,K,Fatal Injury (K),99.0,Unknown,88.0,Not Applicable,0.0,None taken,1.0,Test Not Given,88.0,Not Applicable,1.0,Test Not Given,88.0,Not Applicable,1.0,Not Ejected,88.0,Not Applicable,2.0,DOT-Compliant Motorcycle Helmet,88.0,Not applicable,3.0,Exceeded Speed Limit,2.0,Ran Off Roadway,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11.0,"First Row, Left Seat",,Hartford,UnitedStates,2.0,State,CT,4.0,1.0,No,97.0,Other,,Chief Medical Examiner's Office
