CrashId,VehicleId,PersonId,Age,Gender,Gender Text Format,State,Postal Code,Person Type,Person Type Text Format,Injury Status,Injury Status Text Format,Condition at Time of Crash,Condition at Time of Crash Text Format,Condition at Time of Crash2,Condition at Time of Crash2 Text Format,Action Taken by Officer,Action Taken by Officer Text Format,Alcohol Test Status,Alcohol Test Status Text Format,Type Of Alcohol Test,Type Of Alcohol Test Text Format,Drug Test Status,Drug Test Status Text Format,Type Of Drig Test,Type Of Drig Test Text Format,Ejection Status,Ejection Status Text Format,Restraint System,Restraint System Text Format,Helmet Use,Helmet Use Text Format,Air Bag Status,Air Bag Status Text Format,Speeding Related,Speeding Related Text Format,Driver Actions 1,Driver Actions 1 Text Format,Driver Actions 2,Driver Actions 2 Text Format,Driver Actions 3,Driver Actions 3 Text Format,Driver Actions 4,Driver Actions 4 Text Format,Driver Distracted By,Driver Distracted By Text Format,Roadway On Which Nonmotorist Was Traveling/Located,Direction nonmotorist was traveling,Direction Unknown,Striking Motor Vehicle ID,Bicycle ID,Non-Motorist Not In Roadway,Actions or Circumstances Prior to Crash,Actions or Circumstances Prior to Crash Text Format,To or From School,To or From School Text Format,Actions or Circumstances At Time Of Crash,Actions or Circumstances At Time Of Crash Text Format,Actions or Circumstances At Time Of Crash2,Actions or Circumstances At Time Of Crash2 Text Format,Location At Time Of Crash,Location At Time Of Crash Text Format,Safety Equipment,Safety Equipment Text Format,Safety Equipment2,Safety Equipment2 Text Format,Non-motorist Distracted By,Non-motorist Distracted By Text Format,Seating Position,Seating Position Text Format,Seating Position for Bus,City,Country,Driver License Jurisdiction,Driver License Jurisdiction Text Format,Drivers License Issued By,Drivers License Class,Commercial License Class,Commercial License Class Text Format,Transported to First Medical Facility By,Transported to First Medical Facility By Text Format,Name of the EMS agency,Name of the Intended Receiving Facility
1135638,2,2,60,1,Male,CT,06518,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,99,Unknown if Tested,88,Not Applicable,99,Unknown if Tested,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,99,Unknown,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Hamden,,2,State,CT,4,1,No,1,Not Transported,A.M.R.,O.C.M.E.
1135638,1,1,40,1,Male,NY,11003,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,0,None Used-Motor Vehicle Occupant,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Elmont,,2,State,GA,1,2,Yes,1,Not Transported,A.M.R.,N/A
1136502,2,3,51,2,Female,CT,,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,88,Not Applicable,88,Not Applicable,88,Not applicable,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,STAMFORD,,,,,,,,1,Not Transported,,
1136502,1,1,40,1,Male,CT,06614,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,88,Not Applicable,88,Not Applicable,4,"Helmet, Unknown If DOT-Compliant",88,Not applicable,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,STRATFORD,,2,State,,0,1,No,3,EMS Ground,AMR,Bridgeport Hospital
1136502,2,2,59,1,Male,CT,06904,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Stamford,,2,State,CT,,1,No,1,Not Transported,,
1136503,1,1,58,2,Female,CT,06517,1,Driver,O,No Apparent Injury (O),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Hamden         ,,2,State,CT,4,1,No,1,Not Transported,,
1136503,,2,36,2,Female,CT,06010,3,Pedestrian,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,Middle Street,W,FALSE,1,,FALSE,1,Crossing Roadway,1,No,99,Unknown,99,Unknown,5,Travel Lane-Other Location,97,Other,99,Unknown,99,Unknown if Distracted,,,,Bristol,UnitedStates,2,State,CT,,,,3,EMS Ground,Bristol EMS,Bristol Hospital
1137902,1,1,67,1,Male,CT,06111,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,88,Not Applicable,0,None taken,2,Test Refused,2,Urine,2,Test Refused,2,Urine,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,NEWINGTON,,2,State,CT,4,1,No,1,Not Transported,,
1137902,,2,27,2,Female,CT,06109,3,Pedestrian,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,Berlin Turnpike,S,FALSE,1,,FALSE,1,Crossing Roadway,1,No,2,Dart/Dash,88,Not Applicable,5,Travel Lane-Other Location,0,None,88,Not Applicable,99,Unknown if Distracted,,,,Wethersfield,,2,State,CT,,,,3,EMS Ground,Newington EMS,Hartford Hospital 
1137902,,3,47,1,Male,CT,06109,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wethersfield,,,,CT,,,,,,,
1138036,1,3,,1,Male,,,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,99,Unknown,99,Unknown,88,Not Applicable,99,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"Second Row, Right Seat",,,,,,,,,,3,EMS Ground,Wolcott Amulance,St Mary's Hospital
1138036,1,2,,1,Male,,,2,Passenger,B,Suspected Minor Injury (B),,,,,,,,,,,,,,,99,Unknown,99,Unknown,88,Not Applicable,99,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,,,,,,,,,3,EMS Ground,Wolcott Amulance,St Mary's Hospital
1138036,1,1,25,1,Male,CT,06010,1,Driver,O,No Apparent Injury (O),3,"Emotional (depressed, angry, disturbed, etc.)",88,Not Applicable,0,None taken,3,Test Given,3,Breath,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,2,Deployed-Front,4,Too Fast for Conditions,14,Operated Motor Vehicle in Reckless or Aggressive Manner,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,bristol,UnitedStates,,,CT,0,1,No,1,Not Transported,,
1138743,1,1,49,1,Male,CT,06112,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,99,Unknown,99,Unknown,2,Ran Off Roadway,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Hartford,,2,State,CT,1,2,Yes,1,Not Transported,,Chief Medical Examiner
1139520,1,1,57,1,Male,CT,06770,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,1,No,13,Failed to Keep in Proper Lane,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Naugatuck,,2,State,CT,4,1,No,1,Not Transported,,
1139981,1,1,33,1,Male,CT,06066,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,88,Not Applicable,88,Not Applicable,2,DOT-Compliant Motorcycle Helmet,88,Not applicable,99,Unknown,2,Ran Off Roadway,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Vernon,,2,State,CT,4,1,No,1,Not Transported,,N/A
1139981,,2,51,2,Female,CT,06066,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vernon Rockville,,,,CT,,,,,,,
1140060,1,1,50,1,Male,NJ,07008,1,Driver,C,Possible Injury (C),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,88,Not applicable,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Carteret,,2,State,NJ,1,2,Yes,3,EMS Ground,A.M.R.,N/A
1140060,2,2,48,2,Female,AZ,85705,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,99,Unknown if Tested,88,Not Applicable,99,Unknown if Tested,88,Not Applicable,3,"Ejected, Totally",0,None Used-Motor Vehicle Occupant,88,Not Applicable,6,Deployed-Combination,99,Unknown,11,Wrong Side or Wrong Way,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,TUCSON,,2,State,AZ,4,1,No,1,Not Transported,A.M.R.,O.C.M.E
1141339,,2,31,1,Male,CT,06053,3,Pedestrian,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,Berlin Rd,W,FALSE,1,,FALSE,1,Crossing Roadway,1,No,99,Unknown,88,Not Applicable,5,Travel Lane-Other Location,0,None,88,Not Applicable,99,Unknown if Distracted,,,,New Britain    ,,2,State,CT,,,,1,Not Transported,,
1141339,1,1,36,1,Male,CT,06457,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,88,Not Applicable,0,None taken,3,Test Given,1,Blood,3,Test Given,1,Blood,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,2,Deployed-Front,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Middletown,,2,State,CT,4,1,No,1,Not Transported,,
1141755,,4,37,99,Unknown,CT,06901-,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stamford,,,,,,,,,,,
1141755,,3,29,99,Unknown,CT,06901-,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stamford,,,,,,,,,,,
1141755,,2,79,2,Female,CT,06902-,3,Pedestrian,K,Fatal Injury (K),97,Other,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,Forest Street,N,FALSE,1,,FALSE,1,Crossing Roadway,1,No,1,No Improper Action,88,Not Applicable,1,Intersection-Marked Crosswalk,0,None,88,Not Applicable,1,Not Distracted,,,,Stamford,UnitedStates,88,Not applicable,,,,,3,EMS Ground,Stamford EMS,Stamford Medical
1141755,1,1,25,1,Male,CT,06901-,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,1,Apparently Normal,4,Arrest/Summons,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,15,"Operated Motor Vehicle in Inattentive, Careless, Negligent, or Erratic Manner",88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Stamford,UnitedStates,2,State,CT,4,1,No,1,Not Transported,Medic 3,
1142042,1,1,27,1,Male,CT,06385,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,3,Test Given,1,Blood,3,Test Given,1,Blood,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,6,Deployed-Combination,99,Unknown,2,Ran Off Roadway,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Waterford,,2,State,CT,4,1,No,1,Not Transported,CT OCME,FARMINGTON OCME
1144826,2,2,25,1,Male,CT,06492,1,Driver,K,Fatal Injury (K),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,88,Not Applicable,2,DOT-Compliant Motorcycle Helmet,88,Not applicable,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Wallingford,,2,State,CT,4,1,No,3,EMS Ground,Wallingford Fire Depart.,Yale New Haven Hospital
1144826,,3,58,1,Male,CT,06492,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wallingford,,,,CT,,,,,,,
1144826,1,1,17,2,Female,CT,06492,1,Driver,B,Suspected Minor Injury (B),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,3,Deployed-Side,1,No,3,Failed to Yield Right-of-Way,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Wallingford,,2,State,CT,4,1,No,1,Not Transported,,
1144826,,4,62,2,Female,CT,06492,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wallingford,,,,CT,,,,,,,
1145115,1,2,10,1,Male,CT,06483,2,Passenger,B,Suspected Minor Injury (B),,,,,,,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,23,"Second Row, Right Seat",,Seymour,UnitedStates,2,State,,,,,3,EMS Ground,Echo Hose EMS,BRIDGEPORT 
1145115,1,1,39,2,Female,CT,06483,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Seymour,,2,State,NY,4,1,No,3,EMS Ground,Echo Hose EMS,BRIDGEPORT
1146362,3,3,33,2,Female,CT,06066,1,Driver,C,Possible Injury (C),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,0,None Used-Motor Vehicle Occupant,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Vernon,,2,State,CT,4,1,No,3,EMS Ground,Vernon EMS,RGH
1146362,1,1,19,1,Male,CT,06112,1,Driver,O,No Apparent Injury (O),3,"Emotional (depressed, angry, disturbed, etc.)",88,Not Applicable,4,Arrest/Summons,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,0,None Used-Motor Vehicle Occupant,88,Not Applicable,2,Deployed-Front,2,Racing,12,Followed Too Closely,14,Operated Motor Vehicle in Reckless or Aggressive Manner,2,Ran Off Roadway,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Hartford,UnitedStates,1,Not Licensed,CT,0,1,No,1,Not Transported,,
1146362,4,4,40,2,Female,CT,06066,1,Driver,C,Possible Injury (C),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Vernon,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,Vernon EMS,RGH
1146362,3,5,15,2,Female,CT,06066,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,0,None Used-Motor Vehicle Occupant,88,Not Applicable,3,Deployed-Side,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Vernon,UnitedStates,,,CT,,,,3,EMS Ground,Vernon EMS,RGH
1146362,2,2,25,1,Male,CT,06066,1,Driver,K,Fatal Injury (K),3,"Emotional (depressed, angry, disturbed, etc.)",88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,88,Not Applicable,4,"Helmet, Unknown If DOT-Compliant",88,Not applicable,1,No,14,Operated Motor Vehicle in Reckless or Aggressive Manner,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Vernon,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,ASM Medic/Tolland EMS,RGH
1146362,4,6,71,2,Female,CT,06066,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Vernon,UnitedStates,,,CT,,,,1,Not Transported,,
1146756,1,1,32,1,Male,MA,02136,1,Driver,B,Suspected Minor Injury (B),1,Apparently Normal,88,Not Applicable,0,None taken,3,Test Given,1,Blood,3,Test Given,1,Blood,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Hyde Park,,2,State,MA,1,2,Yes,3,EMS Ground,Willington EMS,Rockville General Hospital
1146756,2,2,45,1,Male,CT,06082,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,3,Test Given,1,Blood,3,Test Given,1,Blood,1,Not Ejected,99,Unknown,88,Not Applicable,99,Unknown,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Enfield,,2,State,CT,1,2,Yes,1,Not Transported,OCME,OCME
1146914,1,1,31,1,Male,FL,33161,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,North Miami,,2,State,FL,1,1,No,1,Not Transported,N/A,N/A
1146914,2,2,45,1,Male,NY,12211,1,Driver,B,Suspected Minor Injury (B),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,6,Deployed-Combination,99,Unknown,97,Other Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Albany,,2,State,NY,4,1,No,3,EMS Ground,Aetna,HARTFORD
1146914,2,3,53,2,Female,MA,01027,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,23,"Second Row, Right Seat",,Easthampton,,,,MA,,,,1,Not Transported,,
1146931,2,2,26,1,Male,CT,06114,1,Driver,B,Suspected Minor Injury (B),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,99,Unknown,13,Failed to Keep in Proper Lane,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Hartford,,2,State,CT,0,1,No,3,EMS Ground,asm,SAINT FRANCIS
1146931,1,1,62,1,Male,CT,06074,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,South Windsor,,2,State,CT,4,1,No,1,Not Transported,n/a,N/A
1146931,2,3,25,2,Female,CT,06118,2,Passenger,K,Fatal Injury (K),,,,,,,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,East Hartford,,2,State,CT,,,,3,EMS Ground,ASM,HARTFORD
1146932,2,2,19,1,Male,CT,06410,1,Driver,B,Suspected Minor Injury (B),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,99,Unknown,13,Failed to Keep in Proper Lane,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Cheshire,,2,State,CT,4,1,No,3,EMS Ground,AMR,NEW BRITAIN
1146932,1,1,58,2,Female,CT,06708,1,Driver,K,Fatal Injury (K),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,6,Deployed-Combination,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Waterbury,,2,State,CT,4,1,No,3,EMS Ground,AMR,SAINT MARY'S
1146933,1,1,52,2,Female,CT,06335,1,Driver,K,Fatal Injury (K),1,Apparently Normal,88,Not Applicable,3,Infraction,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,6,Deployed-Combination,1,No,2,Ran Off Roadway,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Gales Ferry,,2,State,CT,4,1,No,3,EMS Ground,Glastonburry FD,HARTFORD HOSPITAL
1146934,1,1,31,1,Male,CT,06511,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,6,Deployed-Combination,99,Unknown,2,Ran Off Roadway,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,,2,State,CT,4,1,No,1,Not Transported,N/A,N/A
1146935,1,1,21,1,Male,CT,06511,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,99,Unknown,2,Ran Off Roadway,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,,2,State,CT,4,1,No,1,Not Transported,N/A,N/A
1146936,,2,41,1,Male,CT,06112,3,Pedestrian,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,S,FALSE,1,,FALSE,1,Crossing Roadway,1,No,1,No Improper Action,88,Not Applicable,5,Travel Lane-Other Location,0,None,88,Not Applicable,99,Unknown if Distracted,,,,Hartford,,2,State,CT,,,,1,Not Transported,N/A,N/A
1146936,1,1,43,1,Male,CT,06033,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Glastonbury,,2,State,CT,4,1,No,1,Not Transported,,
