CrashId,Fatal Case Status,Fatal Case Status Text Format,CrashId,CrashId,Latitude,Longitude,DOT Case Number,Town Name,Town Number,Town Number,Town Number Text Format,Date Of Crash,Year,Month,Month Text Format,Day,Day of the Week,Day of the Week Text Format,Time of Crash,Hour of the Day,Case Identifier,Crash Severity,Crash Severity Text Format,Most Severe Injury,Most Severe Injury Text Format,Number Of Motor Vehicles,Number Of Non-Motorist,Number Of Witnesses,Route Class,Route Class Text Format,Milemarker,Road Number,Road Description,Roadway Name,Intersecting Roadway Name,Landmark Description,Distance From Nearest Landmark,Unit Of Measure From Nearest Landmark,Direction From Nearest Landmark,Latitude,Longitude,First Harmful Event,First Harmful Event Text Format,Manner of Crash / Collision Impact,Manner of Crash / Collision Impact Text Format,Location of First Harmful Event,Location of First Harmful Event Text Format,Weather Condition,Weather Condition Text Format,Weather 2,Weather 2 Text Format,Light Condition,Light Condition Text Format,Road Surface Condition,Road Surface Condition Text Format,"Contributing Circumstances, Environment","Contributing Circumstances, Environment Text Format",Environment 2,Environment 2 Text Format,Environment 3,Environment 3 Text Format,"Contributing Circumstances, Road","Contributing Circumstances, Road Text Format",Road 2,Road 2 Text Format,Road 3,Road 3 Text Format,Crash Specific Location,Crash Specific Location Text Format,Type of Intersection,Type of Intersection Text Format,School Bus Related,School Bus Related Text Format,Work Zone Related,Work Zone Related Text Format,Location Of Crash Relative To Work Zone,Location Of Crash Relative To Work Zone Text Format,Type of Work Zone,Type of Work Zone Text Format,Worker Presence,Worker Presence Text Format,Law Enforcement Presence,Law Enforcement Presence Text Format,Were Vehicles Moved Prior To Police Arrival,Trafficway Ownership,Trafficway Ownership Text Format,Trafficway Class,Trafficway Class Text Format,Police Agency,Police Agency Text Format,Badge Number,Approval Date,Police Case Status,Police Case Status Text Format,Crash Report Submission Date,Related Case Identifiers,No. of Through Lanes (Log Dir.),Average Daily Traffic,Functional Classification,Functional Classification Text Format,Rural or Urban,Rural or Urban Text Format
1145115,1,Complete,1145115,1145115,41.289988,-73.10767,924072,Shelton,126,126,Shelton,3/23/24,2024,3,March,23,7,Saturday,15:14:00,15,2400114828,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,3,State,10.37,8,8-S,8-S,,Exit 12,10,TenthsofMile,N,41.289988,-73.10767,32,Tree (standing),88,Not Applicable,3,Median,4,Rain,88,Not Applicable,1,Daylight,2,Wet,99,Unknown,88,Not Applicable,88,Not Applicable,99,Unknown,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0792,40:46.0,O,Open,47:41.0,,4,65100,2,PRIN ART-OTHER FREEWAYS & EXPRESSWAYS - NEW HPMS,2,Urban
1146362,1,Complete,1146362,1146362,41.870053,-72.450134,924042,Vernon,146,146,Vernon,2/27/24,2024,2,February,27,3,Tuesday,14:48:00,14,2400003340,K,Fatal (Kill),K,Fatal Injury (K),4,0,0,4,Local,0.4,,PROSPECT ST,PROSPECT ST,ELLINGTON AVE,,,,,41.870053,-72.450134,14,Motor Vehicle in Operation,1,Front to rear,1,On Roadway,2,Cloudy,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,2,Intersection,3,T-Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0014600,Vernon PD,271,59:50.0,C,Closed,35:12.0,,2,2100,6,MINOR COLLECTOR - NEW HPMS,2,Urban
1146756,1,Complete,1146756,1146756,41.961294,-72.193464,924045,Union,145,145,Union,2/29/24,2024,2,February,29,5,Thursday,1:57:00,1,2400080274,K,Fatal (Kill),K,Fatal Injury (K),2,0,0,1,Interstate,92.24,84,84-E,84-E,,Ent ramp X 72,30,Feet,E,41.961294,-72.193464,14,Motor Vehicle in Operation,4,"Sideswipe, same direction",1,On Roadway,9,Severe Crosswinds,88,Not Applicable,5,Dark-Not Lighted,1,Dry,1,Weather Conditions,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,11,Through Roadway,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0586,29:57.0,O,Open,38:59.0,,6,51300,1,INTERSTATE - NEW HPMS,1,Rural
1146914,1,Complete,1146914,1146914,41.756134,-72.661323,924006,Hartford,64,64,Hartford,1/9/24,2024,1,January,9,3,Tuesday,2:40:00,2,2400010912,K,Fatal (Kill),K,Fatal Injury (K),2,0,0,1,Interstate,37.61,91,91-N,91-N,,Exit 29A,1,TenthsofMile,S,41.756134,-72.661323,14,Motor Vehicle in Operation,1,Front to rear,1,On Roadway,1,Clear,88,Not Applicable,4,Dark-Lighted,5,Ice / Frost,0,None,88,Not Applicable,88,Not Applicable,5,"Road Surface Condition (wet, icy, snow, slush, etc.)",88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0416,05:23.0,O,Open,05:56.0,,,,,,,
1146931,1,Complete,1146931,1146931,41.777241,-72.573182,924031,Manchester,77,77,Manchester,2/8/24,2024,2,February,8,5,Thursday,6:53:00,6,2400052077,K,Fatal (Kill),K,Fatal Injury (K),2,0,0,1,Interstate,67.79,84,84-W,84-W,,Exit 61 On-Ramp,2,TenthsofMile,E,41.777241,-72.573182,14,Motor Vehicle in Operation,4,"Sideswipe, same direction",1,On Roadway,1,Clear,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0416,06:59.0,O,Open,17:05.0,,6,106500,1,INTERSTATE - NEW HPMS,2,Urban
1146932,1,Complete,1146932,1146932,41.611545,-72.89936899,924063,Southington,131,131,Southington,2/15/24,2024,2,February,15,5,Thursday,6:48:00,6,2400061408,K,Fatal (Kill),K,Fatal Injury (K),2,0,0,1,Interstate,44.32,84,84-E,84-E,,84-E-92 (Exit 31 On-Ramp),900,Feet,W,41.611545,-72.89936899,14,Motor Vehicle in Operation,4,"Sideswipe, same direction",1,On Roadway,1,Clear,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,11,Through Roadway,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0416,08:08.0,O,Open,16:53.0,,,,,,,
1146933,1,Complete,1146933,1146933,41.69620865,-72.54602468,924061,Glastonbury,54,54,Glastonbury,2/26/24,2024,2,February,26,2,Monday,15:48:00,15,2400076922,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,3,State,8.49,2,2-E,2-E,,2-e-22 (Exit 9),15,TenthsofMile,E,41.69620865,-72.54602468,1,Overturn/Rollover,88,Not Applicable,1,On Roadway,1,Clear,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0416,09:18.0,O,Open,16:58.0,,,,,,,
1146934,1,Complete,1146934,1146934,41.55603,-72.743471,924050,Middletown,83,83,Middletown,3/3/24,2024,3,March,3,1,Sunday,23:25:00,23,2400085237,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,1,Interstate,21.94,91,91-S,91-S,,Exit 19,4100,Feet,N,41.55603,-72.743471,32,Tree (standing),88,Not Applicable,3,Median,1,Clear,88,Not Applicable,5,Dark-Not Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0416,11:40.0,O,Open,16:29.0,,6,113000,1,INTERSTATE - NEW HPMS,2,Urban
1146935,1,Complete,1146935,1146935,41.666082,-72.773285,924052,New Britain,89,89,New Britain,3/4/24,2024,3,March,4,2,Monday,15:12:00,15,2400086122,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,3,State,35.73,9,9-N,9-N,,Exit 37,585,Feet,S,41.666082,-72.773285,38,"Other Post, Pole or Support",88,Not Applicable,3,Median,1,Clear,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0416,12:37.0,O,Open,17:12.0,,4,81900,2,PRIN ART-OTHER FREEWAYS & EXPRESSWAYS - NEW HPMS,2,Urban
1146936,1,Complete,1146936,1146936,41.787231,-72.657997,924067,Hartford,64,64,Hartford,3/19/24,2024,3,March,19,3,Tuesday,20:34:00,20,2400108815,K,Fatal (Kill),K,Fatal Injury (K),1,1,0,1,Interstate,40.01,91,91-S,91-S,,Exit 33,2,TenthsofMile,S,41.787231,-72.657997,9,Pedestrian,88,Not Applicable,1,On Roadway,1,Clear,88,Not Applicable,4,Dark-Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0416,13:22.0,O,Open,17:19.0,,7,129500,1,INTERSTATE - NEW HPMS,2,Urban
1146937,1,Complete,1146937,1146937,41.69418617,-72.54193724,924078,Glastonbury,54,54,Glastonbury,3/20/24,2024,3,March,20,4,Wednesday,7:13:00,7,2400109270,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,3,State,8.74,2,2-W,2-W,,Exit 10,9.5,TenthsofMile,N,41.69418617,-72.54193724,23,Cable Barrier,88,Not Applicable,3,Median,1,Clear,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,2,"Trafficway, Not on Road",CTCSP0000,State Police,0416,15:04.0,C,Closed,16:51.0,,4,45400,2,PRIN ART-OTHER FREEWAYS & EXPRESSWAYS - NEW HPMS,2,Urban
1146938,1,Complete,1146938,1146938,41.634355,-72.685541,924073,Rocky Hill,119,119,Rocky Hill,3/30/24,2024,3,March,30,7,Saturday,23:48:00,23,2400126085,K,Fatal (Kill),K,Fatal Injury (K),3,0,0,1,Interstate,28.21,91,91-S,91-S,,Exit 22S,1.5,TenthsofMile,N,41.634355,-72.685541,14,Motor Vehicle in Operation,1,Front to rear,1,On Roadway,1,Clear,88,Not Applicable,4,Dark-Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0416,16:24.0,O,Open,16:48.0,,7,145500,1,INTERSTATE - NEW HPMS,2,Urban
1147049,1,Complete,1147049,1147049,41.386582,-73.478651,924068,Danbury,34,34,Danbury,3/20/24,2024,3,March,20,4,Wednesday,19:29:00,19,2400018951,K,Fatal (Kill),K,Fatal Injury (K),1,1,3,2,USRoute,3.57,6,6-E,6-E,,Mill Ridge Road,275,Feet,W,41.386582,-73.478651,9,Pedestrian,88,Not Applicable,1,On Roadway,2,Cloudy,88,Not Applicable,4,Dark-Lighted,2,Wet,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,TRUE,1,Public Road,1,"Trafficway, On Road",CT0003400,Danbury PD,661,47:40.0,O,Open,32:21.0,,4,20900,4,MINOR ARTERIAL - NEW HPMS,2,Urban
1147370,1,Complete,1147370,1147370,41.432172,-72.80623,924079,Wallingford,148,148,Wallingford,4/1/24,2024,4,April,1,2,Monday,1:19:00,1,2400127300,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,1,Interstate,12.25,91,91-S,91-S,,Exit 13,10,TenthsofMile,N,41.432172,-72.80623,23,Cable Barrier,88,Not Applicable,1,On Roadway,1,Clear,88,Not Applicable,5,Dark-Not Lighted,1,Dry,99,Unknown,88,Not Applicable,88,Not Applicable,99,Unknown,88,Not Applicable,88,Not Applicable,11,Through Roadway,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0792,18:30.0,O,Open,19:10.0,,6,75600,1,INTERSTATE - NEW HPMS,2,Urban
1147530,1,Complete,1147530,1147530,41.347922,-72.867813,924074,North Haven,101,101,North Haven,4/1/24,2024,4,April,1,2,Monday,21:15:00,21,2400128753,K,Fatal (Kill),K,Fatal Injury (K),1,1,0,1,Interstate,4.79,91,91-N,91-N,,Exit 9,30,Feet,S,41.347922,-72.867813,9,Pedestrian,88,Not Applicable,1,On Roadway,1,Clear,88,Not Applicable,4,Dark-Lighted,1,Dry,99,Unknown,88,Not Applicable,88,Not Applicable,99,Unknown,88,Not Applicable,88,Not Applicable,11,Through Roadway,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0792,33:09.0,O,Open,39:27.0,,8,111100,1,INTERSTATE - NEW HPMS,2,Urban
1147570,1,Complete,1147570,1147570,41.177289,-73.173615,924055,Bridgeport,15,15,Bridgeport,3/10/24,2024,3,March,10,1,Sunday,21:50:00,21,2400020211,K,Fatal (Kill),K,Fatal Injury (K),2,0,0,3,State,4.61,130,130-W,130-W,SEAVIEW AV,,,,,41.177289,-73.173615,14,Motor Vehicle in Operation,3,Angle,1,On Roadway,1,Clear,88,Not Applicable,4,Dark-Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,2,Intersection,8,"Five-Point, or More",1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0001509,Bridgeport PD,31853,59:20.0,O,Open,03:31.0,,4,13600,4,MINOR ARTERIAL - NEW HPMS,2,Urban
1147628,1,Complete,1147628,1147628,41.830228,-73.016902,924065,New Hartford,92,92,New Hartford,3/17/24,2024,3,March,17,1,Sunday,16:25:00,16,2400105500,K,Fatal (Kill),K,Fatal Injury (K),2,0,0,2,USRoute,50.12,202,202-N,202-N,219-N,,,,,41.830228,-73.016902,14,Motor Vehicle in Operation,3,Angle,1,On Roadway,1,Clear,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,2,Intersection,2,Four-Way Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0896,11:01.0,O,Open,14:29.0,,3,10900,3,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,1,Rural
1148612,1,Complete,1148612,1148612,41.655902,-72.347306,924026,Hebron,67,67,Hebron,2/4/24,2024,2,February,4,1,Sunday,0:03:00,0,2400046196,K,Fatal (Kill),K,Fatal Injury (K),2,0,0,4,Local,0.54,44,MILLSTREAM RD,MILLSTREAM RD,KINNEY RD,,,,,41.655902,-72.347306,14,Motor Vehicle in Operation,3,Angle,1,On Roadway,1,Clear,88,Not Applicable,4,Dark-Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,2,Intersection,2,Four-Way Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,1090,40:42.0,C,Closed,41:23.0,2400046205,2,2970,7,LOCAL - NEW HPMS,1,Rural
1150745,1,Complete,1150745,1150745,41.54875,-72.085263,924064,Norwich,104,104,Norwich,1/30/24,2024,1,January,30,3,Tuesday,10:43:00,10,24-4233-AC,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,3,State,0.33,169,169-N,169-N,,LATHROP LA,475,Feet,N,41.54875,-72.085263,32,Tree (standing),88,Not Applicable,4,Roadside,1,Clear,,,1,Daylight,1,Dry,0,None,,,,,0,None,,,,,1,Non-Junction,1,Not at Intersection,1,No,1,No,99,Unknown,99,Unknown,99,Unknown,99,Unknown,FALSE,1,Public Road,2,"Trafficway, Not on Road",CT0010400,Norwich PD,1027,17:00.0,C,Closed,24:31.0,24-4233,2,9700,5,MAJOR COLLECTOR - NEW HPMS,2,Urban
1151026,1,Complete,1151026,1151026,41.178592,-73.15088,924007,Stratford,138,138,Stratford,1/9/24,2024,1,January,9,3,Tuesday,6:56:00,6,2400000672,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,4,Local,0.51,0596,SURF AV,SURF AV,,Mead St.,115,Feet,S,41.178592,-73.15088,33,Utility Pole/Light Support,88,Not Applicable,4,Roadside,2,Cloudy,88,Not Applicable,2,Dawn,7,Sand,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,99,Unknown,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0013800,Stratford PD,197,58:38.0,C,Closed,16:58.0,,2,4500,5,MAJOR COLLECTOR - NEW HPMS,2,Urban
1151133,1,Complete,1151133,1151133,41.073194,-73.4479,924032,Darien,35,35,Darien,2/8/24,2024,2,February,8,5,Thursday,23:59:00,23,2400001709,K,Fatal (Kill),K,Fatal Injury (K),1,0,1,3,State,1.25,136,136-N,136-N,FIVE MILE RIVER RD,,,,,41.073194,-73.4479,25,Curb,88,Not Applicable,2,Shoulder,1,Clear,88,Not Applicable,5,Dark-Not Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,3,Intersection-Related,2,Four-Way Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,2,"Trafficway, Not on Road",CT0003500,Darien PD,1576,08:46.0,O,Open,15:56.0,,2,13300,4,MINOR ARTERIAL - NEW HPMS,2,Urban
1151936,1,Complete,1151936,1151936,41.049803,-73.528376,923023,Stamford,135,135,Stamford,1/29/24,2024,1,January,29,2,Monday,20:52:00,20,2401290040,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,4,Local,0.35,0503,JEFFERSON ST,JEFFERSON ST,MAGEE AV,,,,,41.049803,-73.528376,35,Traffic Signal Support,88,Not Applicable,4,Roadside,1,Clear,,,4,Dark-Lighted,1,Dry,0,None,,,,,0,None,,,,,3,Intersection-Related,3,T-Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0013503,Stamford PD,25899,35:00.0,C,Closed,00:00.0,,4,17400,5,MAJOR COLLECTOR - NEW HPMS,2,Urban
1152164,1,Complete,1152164,1152164,41.76972,-72.672596,924084,Hartford,64,64,Hartford,4/13/24,2024,4,April,13,7,Saturday,20:14:00,20,2400146440,K,Fatal (Kill),K,Fatal Injury (K),1,1,0,1,Interstate,62.35,84,84-W,84-W,,On-Ramp from 91 S/B,165,Feet,W,41.76972,-72.672596,9,Pedestrian,88,Not Applicable,1,On Roadway,1,Clear,88,Not Applicable,4,Dark-Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,11,Through Roadway,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0416,13:36.0,O,Open,22:01.0,,4,134100,1,INTERSTATE - NEW HPMS,2,Urban
1152236,1,Complete,1152236,1152236,41.465448,-72.480039,924085,Haddam,61,61,Haddam,4/16/24,2024,4,April,16,3,Tuesday,6:33:00,6,2400149475,K,Fatal (Kill),K,Fatal Injury (K),2,0,0,3,State,20.75,154,154-N,154-N,,River Road,50,Feet,S,41.465448,-72.480039,14,Motor Vehicle in Operation,2,Front to front,1,On Roadway,1,Clear,88,Not Applicable,1,Daylight,1,Dry,99,Unknown,88,Not Applicable,88,Not Applicable,99,Unknown,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0951,21:32.0,O,Open,30:28.0,,2,4400,5,MAJOR COLLECTOR - NEW HPMS,1,Rural
1152745,1,Complete,1152745,1152745,41.756639,-72.147634,924087,Chaplin,24,24,Chaplin,4/20/24,2024,4,April,20,7,Saturday,9:03:00,9,2400155542,K,Fatal (Kill),K,Fatal Injury (K),2,0,0,2,USRoute,95.72,6,6-E,6-E,,Mansure Road,300,Feet,W,41.756639,-72.147634,14,Motor Vehicle in Operation,2,Front to front,1,On Roadway,4,Rain,88,Not Applicable,1,Daylight,2,Wet,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,1174,41:12.0,O,Open,42:51.0,,,,,,,
1153919,1,Complete,1153919,1153919,41.874667,-72.302278,924088,Willington,160,160,Willington,4/27/24,2024,4,April,27,7,Saturday,22:12:00,22,2400166568,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,3,State,42.69,32,32-N,32-N,,Adamec Rd,150,Feet,S,41.874667,-72.302278,1,Overturn/Rollover,88,Not Applicable,99,Unknown,1,Clear,88,Not Applicable,4,Dark-Lighted,1,Dry,99,Unknown,88,Not Applicable,88,Not Applicable,99,Unknown,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,1242,25:03.0,O,Open,29:59.0,,2,4700,4,MINOR ARTERIAL - NEW HPMS,1,Rural
1154445,1,Complete,1154445,1154445,41.31977485,-72.95018225,924091,New Haven,93,93,New Haven,4/28/24,2024,4,April,28,1,Sunday,21:26:00,21,24017363,K,Fatal (Kill),K,Fatal Injury (K),1,1,0,3,State,2.93,10,10-N,10-N,BROWNELL ST,,,,,41.31977485,-72.95018225,9,Pedestrian,88,Not Applicable,1,On Roadway,1,Clear,88,Not Applicable,4,Dark-Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,99,Unknown,88,Not Applicable,88,Not Applicable,2,Intersection,2,Four-Way Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0009300,New Haven PD,45398,58:51.0,O,Open,00:34.0,,,,,,,
1154539,1,Complete,1154539,1154539,41.272555,-72.970813,924040,West Haven,156,156,West Haven,2/25/24,2024,2,February,25,1,Sunday,1:25:00,1,2400074884,K,Fatal (Kill),K,Fatal Injury (K),3,0,0,1,Interstate,43.85,95,95-S,95-S,,Exit 42,150,Feet,N,41.272555,-72.970813,14,Motor Vehicle in Operation,99,Unknown,1,On Roadway,1,Clear,88,Not Applicable,4,Dark-Lighted,1,Dry,99,Unknown,88,Not Applicable,88,Not Applicable,99,Unknown,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0849,22:28.0,O,Open,23:41.0,,6,122200,1,INTERSTATE - NEW HPMS,2,Urban
1155606,1,Complete,1155606,1155606,41.320114,-72.891573,924082,New Haven,93,93,New Haven,4/10/24,2024,4,April,10,4,Wednesday,22:03:00,22,2400142281,K,Fatal (Kill),K,Fatal Injury (K),2,0,0,1,Interstate,2.41,91,91-S,91-S,,Exit 7,1,TenthsofMile,N,41.320114,-72.891573,14,Motor Vehicle in Operation,99,Unknown,99,Unknown,1,Clear,88,Not Applicable,99,Unknown,1,Dry,99,Unknown,88,Not Applicable,88,Not Applicable,99,Unknown,88,Not Applicable,88,Not Applicable,99,Unknown,99,Unknown,1,No,2,Yes,3,Transition Area,1,Lane Closure,2,Yes,99,Unknown,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0792,27:08.0,O,Open,30:01.0,,8,137300,1,INTERSTATE - NEW HPMS,2,Urban
1155608,1,Complete,1155608,1155608,41.747815,-72.437928,924093,Bolton,12,12,Bolton,5/1/24,2024,5,May,1,4,Wednesday,17:07:00,17,2400171769,K,Fatal (Kill),K,Fatal Injury (K),2,0,1,3,State,34.19,85,85-N,85-N,,School Road,1,TenthsofMile,N,41.747815,-72.437928,14,Motor Vehicle in Operation,3,Angle,1,On Roadway,1,Clear,88,Not Applicable,1,Daylight,1,Dry,99,Unknown,88,Not Applicable,88,Not Applicable,99,Unknown,88,Not Applicable,88,Not Applicable,9,Driveway Access-Related,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,1090,57:12.0,O,Open,00:23.0,,2,6400,5,MAJOR COLLECTOR - NEW HPMS,1,Rural
1156021,1,Complete,1156021,1156021,41.54531147,-72.17502841,924096,Bozrah,13,13,Bozrah,4/7/24,2024,4,April,7,1,Sunday,15:50:00,15,2400137810,K,Fatal (Kill),K,Fatal Injury (K),3,0,0,3,State,11.41,163,163-N,163-N,,Bishop Road,215,Feet,N,41.54531147,-72.17502841,37,Mailbox,88,Not Applicable,4,Roadside,99,Unknown,88,Not Applicable,99,Unknown,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,99,Unknown,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0691,40:45.0,O,Open,50:48.0,,,,,,,
