https://www.ctcrash.uconn.edu/QueryTool2.action?qid=182359
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"1146362","1","1","Vehicle in Operation","1","INFINITI","2018","2018","Q50","WHITE","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","2","Curve Left","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","JN1EV7AR2JM437024","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","8","Ran Off Roadway Right","23","Parked Vehicle","23","Parked Vehicle","1","No Special Function","88","Not applicable","","","Howard Beach","NY","","11414","","true","Mill St Auto","false","false","Prospect Street","false","NY","true","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1146362","2","1","Vehicle in Operation","1","Harley-davidson","2008","2008","Fxdbi","Red","W","Westbound","false","22","Motor Vehicle In Motion","11","Slowing","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","2","Curve Left","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","4","Disabling Damage","11","Motorcycle","11","Slowing","0","None","1HD1GX4178K325819","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","8","Ran Off Roadway Right","23","Parked Vehicle","23","Parked Vehicle","1","No Special Function","88","Not applicable","","","Vernon","CT","UnitedStates","06066","","false","Mill Street Auto","false","false","Prospect Street","false","CT","false","false","1","Dairyland Insurance","","","","","","","","","","","","","","","","","","","","2023-07-29","","","",""
"1146362","3","2","Parked Vehicle","2","KIA","2015","2015","Optima Lx","White","W","Westbound","false","22","Motor Vehicle In Motion","12","Parked","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","2","Curve Left","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","12","Parked","0","None","KNAGM4A73F5577913","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Vernon","CT","","06066","","false","Mill St Auto","false","false","Prospect Street","false","CT","false","false","1","Liberty Mutual Personal Insurance Company","","","","","","","","","","","","","","","","","","","","2024-04-16","","","",""
"1146362","4","2","Parked Vehicle","2","Subaru","2005","2005","Legacy 2.5i Awd","Silver","W","Westbound","false","22","Motor Vehicle In Motion","12","Parked","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","2","Curve Left","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","12","Parked","0","None","4S3BL616057224955","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Vernon","CT","UnitedStates","06066","","false","Mill Street Auto","false","false","Prospect Street","false","CT","false","false","1","The General","","","","","","","","","","","","","","","","","","","","2025-02-22","","","",""
"1146756","1","1","Vehicle in Operation","1","FRHT","2023","2023","M2","BLUE","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","1","Straight Ahead","0","None","3AKBCXFEXPDUB9717","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","8","Ran Off Roadway Right","36","Guardrail Face","35","Embankment","1","No Special Function","88","Not applicable","","","Farmington","NY","","14425","","false","Axel and Spindle Truck Repair","false","false","I-84","false","MA","false","false","88","Zurich Insurance Company","723618","TOMRA NY RECYCLING LLC","FARMINGTON","NY","","14425","1","Interstate Carrier","false","Medley","FL","UnitedStates","33178","3","More than 26,000 lbs","6","Truck Tractor/Semi-Trailer","3","Van/Enclosed Box","2024-03-01","1","Yes","",""
"1146756","2","1","Vehicle in Operation","1","FRHT","2024","2024","CASCADIA 126","White","E","Eastbound","false","3","Immersion, Full or Partial","1","Straight Ahead","99","Unknown","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","1","Straight Ahead","99","Unknown","3AKJHLDR0RSUP6488","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","8","Ran Off Roadway Right","1","Overturn/Rollover","3","Immersion, Full or Partial","1","No Special Function","88","Not applicable","","","EAST GRANBY","CT","","06026","","false","Axel and Spindle Truck Repair","false","false","I-84","false","CT","false","false","88","Ace American","299073","RYDER TRUCK RENTAL LT","Hartford","CT","UnitedStates","06114","1","Interstate Carrier","","Hartford","CT","UnitedStates","06114","3","More than 26,000 lbs","2","Single-Unit Truck (2-axle and GVWR more than 10,000 lbs)","97","Other","","","","",""
"1146914","1","1","Vehicle in Operation","1","FREIGHTLINER","2024","2024","CASCADIA","UNK","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","50","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","5","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","1","Straight Ahead","99","Unknown","3AKJHHDR7RSUW8577","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","AURORA","IL","","60504","","false","","false","false","Interstate 91","false","OH","false","false","88","ZURICH AMERICAN INSURANCE COMPANY","3758659","ESTER CARGO INC","AURORA","IL","","60504","","","","AURORA","IL","","60504","","","","","","","2024-07-01","","","",""
"1146914","2","1","Vehicle in Operation","2","NISSAN","2015","2015","ROGUE","BLACK","N","Northbound","false","22","Motor Vehicle In Motion","11","Slowing","99","Unknown","88","Not Applicable","50","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","5","1","Straight","2","Uphill","6","Sector 6 (South) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","11","Slowing","99","Unknown","KNMAT2MV4FP546393","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Albany","NY","","12211","true","false","","false","false","Interstate 91","false","NY","false","false","88","NEW SOUTH INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","","","","",""
"1146931","1","1","Vehicle in Operation","1","Hyundai","2015","2015","Genesis","Black","W","Westbound","false","35","Embankment","1","Straight Ahead","99","Unknown","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","3","Curve Right","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","KMHGN4JE9FU045730","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","8","Ran Off Roadway Right","35","Embankment","88","Not Applicable","1","No Special Function","88","Not applicable","","","South Windsor","CT","","06074","true","false","Troop H (","false","false","Interstate 84","false","CT","false","false","88","American Family Connect Property and Casualty Insurance Comp","","","","","","","","","","","","","","","","","","","","","","","",""
"1146931","2","1","Vehicle in Operation","2","Nissan","2016","2016","Juke S/sv/sl/nismo","Red","W","Westbound","false","38","Concrete Traffic Barrier","4","Changing Lanes","99","Unknown","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","3","Curve Right","1","Level","4","Sector 4 (SouthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","4","Changing Lanes","99","Unknown","JN8AF5MV0GT650840","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","8","Ran Off Roadway Right","35","Embankment","38","Concrete Traffic Barrier","1","No Special Function","88","Not applicable","","","Hartford","CT","","06114","true","false","Troop H (","false","false","Interstate 84","false","CT","false","false","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"1146932","1","1","Vehicle in Operation","1","BMW","2018","2018","X3 Xdrivem40i","Black","E","Eastbound","false","29","Bridge Pier or Support","1","Straight Ahead","99","Unknown","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","99","Unknown","5UXTR9C56JLD70224","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","36","Guardrail Face","1","Overturn/Rollover","29","Bridge Pier or Support","1","No Special Function","88","Not applicable","","","Waterbury","CT","","06708","","false","Troop H","false","false","Interstate 84","false","CT","false","false","88","Safeco Insurance Company of Illinois","","","","","","","","","","","","","","","","","","","","","","","",""
"1146932","2","1","Vehicle in Operation","1","Nissan","2014","2014","Juke S/sv/sl/nismo","Silver","E","Eastbound","false","1","Overturn/Rollover","4","Changing Lanes","99","Unknown","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","4","Changing Lanes","99","Unknown","JN8AF5MV8ET483219","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","9","Ran Off Roadway Left","36","Guardrail Face","1","Overturn/Rollover","1","No Special Function","88","Not applicable","","","Cheshire","CT","","06410","","false","Troop H","false","false","Interstate 84","false","CT","false","false","1","Nationwide Insurance Company of America","","","","","","","","","","","","","","","","","","","","","","","",""
"1146933","1","1","Vehicle in Operation","1","Honda","2012","2012","Accord LX","Gray","E","Eastbound","false","1","Overturn/Rollover","2","Negotiating a Curve","0","None","88","Not Applicable","65","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","3","3","Curve Right","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","2","Negotiating a Curve","0","None","1HGCP2F33CA059162","1","No Control Device","88","Not Applicable","9","Ran Off Roadway Left","1","Overturn/Rollover","40","Tree (standing)","88","Not Applicable","1","No Special Function","88","Not applicable","","","Gales Ferry","CT","","06335","","false","Glastonury Auto","false","false","Rt 2","false","CT","false","false","88","Government Employees Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1146934","1","1","Vehicle in Operation","1","KIA","2023","2023","NIRO","RED","S","Southbound","false","40","Tree (standing)","1","Straight Ahead","99","Unknown","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","KNDCR3L15P5050656","1","No Control Device","88","Not Applicable","9","Ran Off Roadway Left","37","Guardrail End","1","Overturn/Rollover","40","Tree (standing)","1","No Special Function","88","Not applicable","","","EAST ELMHURST","NY","","11369","","false","","false","false","Interstate 91","false","NJ","false","false","88","AVIS CAR RENTAL","","","","","","","","","","","","","","","","","","","","","","","",""
"1146935","1","1","Vehicle in Operation","1","Infiniti","2019","2019","Q50 Luxe","White","N","Northbound","false","29","Bridge Pier or Support","2","Negotiating a Curve","99","Unknown","88","Not Applicable","50","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","2","Curve Left","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","2","Negotiating a Curve","99","Unknown","JN1EV7AR1KM593427","1","No Control Device","88","Not Applicable","9","Ran Off Roadway Left","44","Other Post, Pole, or Support","29","Bridge Pier or Support","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Haven","CT","","06511","true","false","A&M towing","false","false","Route 9","false","CT","false","false","88","THE STANDARD FIRE INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","","","","",""
"1146936","1","1","Vehicle in Operation","1","Hyundai","2021","2021","Palisade Limited","Black","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","KM8R5DHE1MU212450","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Glastonbury","CT","","06033","true","false","Coronas","false","false","Interstate 91 ","false","CT","false","false","88","Economy Fire   Casualty Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1146937","1","1","Vehicle in Operation","2","Ford","2018","2018","Ecosport Se","Black","N","Northbound","false","1","Overturn/Rollover","2","Negotiating a Curve","0","None","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","2","2","Curve Left","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","2","Negotiating a Curve","0","None","MAJ6P1UL1JC223492","1","No Control Device","88","Not Applicable","9","Ran Off Roadway Left","31","Cable Barrier","35","Embankment","1","Overturn/Rollover","1","No Special Function","88","Not applicable","","","Windham        ","CT","","06280","true","false","Glastonbury Autobody ","false","false","Rt. 2 W/B","false","CT","false","false","88","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1146938","1","1","Vehicle in Operation","1","VOLVO","2024","2024","999","WHITE","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","65","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","4","Downhill","6","Sector 6 (South) in the 12-point Clock Diagram","3","Functional Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","1","Straight Ahead","99","Unknown","4V4NC9EJ6RN626451","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","88","Not Applicable","Brooklyn","NY","","11229","","false","","false","false","Interstate 91","false","NY","false","false","88","ADVANCED INSURANCE SOLUTIONS LLC","","ILYA GROUP CORP","Brooklyn","NY","","11229","1","Interstate Carrier","true","Brooklyn","NY","","11229","3","More than 26,000 lbs","6","Truck Tractor/Semi-Trailer","3","Van/Enclosed Box","2024-11-17","88","Not Applicable","",""
"1146938","2","1","Vehicle in Operation","5","Acura","2018","2018","Tlx Tech","Black","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","19UUB2F55JA001832","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","22","Motor Vehicle In Motion","8","Ran Off Roadway Right","36","Guardrail Face","1","No Special Function","88","Not applicable","","","Manchester","CT","","06040","","false","Mirabelli's","false","false","Interstate 91","false","CT","false","false","88","LM-General Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1146938","3","1","Vehicle in Operation","1","Acura","2018","2018","Tlx Tech+a","White","S","Southbound","false","1","Overturn/Rollover","4","Changing Lanes","99","Unknown","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","4","Downhill","99","Unknown","4","Disabling Damage","1","Passenger Car","4","Changing Lanes","99","Unknown","19UUB3F68JA006635","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","9","Ran Off Roadway Left","36","Guardrail Face","1","Overturn/Rollover","1","No Special Function","88","Not applicable","","","East Hartford","CT","","06118","","false","Mirabelli's","false","false","Interstate 91","false","CT","false","false","88","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1147049","1","1","Vehicle in Operation","1","Volkswagen","2011","2011","Touareg V6","Black","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","WVGFF9BP5BD005483","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Danbury","CT","","06810","","false","Modzelewski's","false","false","Lake Avenue Ext","false","CT","false","false","88","Safeco Insurance Company of Illinois","","","","","","","","","","","","","","","","","","","","","","","",""
"1147370","1","1","Vehicle in Operation","1","Honda","2001","2001","S2000","Gray","S","Southbound","false","35","Embankment","1","Straight Ahead","99","Unknown","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","JHMAP11451T009301","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","31","Cable Barrier","35","Embankment","88","Not Applicable","1","No Special Function","88","Not applicable","","","Wallingford","CT","","06492","true","false","Plunske's Garage","false","false","I-91","false","CT","false","false","88","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1147530","1","1","Vehicle in Operation","1","Ford","2020","2020","Explorer Limited","Black","N","Northbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","99","Unknown","1FMSK8FH5LGA18046","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Stamford","CT","","06902","","false","Merola's","false","false","I-91","false","CT","false","false","88","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1147570","1","1","Vehicle in Operation","1","Audi","2008","2008","A4 2.0t Quattro Awd","Blue","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","WAUDF78E18A095082","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bridgeport","CT","","06605","true","false","Family","false","false","Connecticut/Stratford Ave","false","CT","false","false","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"1147570","2","1","Vehicle in Operation","2","Ford","2017","2017","Focus SE","Black","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","","1","Straight","1","Level","9","Sector 9 (West) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","1FADP3FE1HL295062","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hamden","CT","","06514","true","false","Jerrys","false","false","Seaview Ave","false","CT","false","false","88","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1147628","1","1","Vehicle in Operation","2","Chrysler","2005","2005","300 Touring","Blue","N","Northbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","45","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","3","1","Straight","4","Downhill","5","Sector 5 (South by SouthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","7","Turning Left","0","None","2C3JA53G25H625207","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Torrington","CT","","06790","","false","Georges Garage ","false","false","Rt 202 (Litchfield TPKE)","false","CT","false","false","88","Quincy Mutual Fire Insurance Company","","","","","","","","","","","","","","","","","","","","2024-05-02","","","",""
"1147628","2","1","Vehicle in Operation","1","Kawasaki","2008","2008","Zx1000-e","Black","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","45","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","3","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","11","Motorcycle","1","Straight Ahead","0","None","JKAZXCE128A006341","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Haven","CT","","06512","","false","Georges Garage","false","false","Rt 202 (Litchfield TPKE)","false","CT","false","true","88","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"1148612","1","1","Vehicle in Operation","1","KIA","2015","2015","Soul","Black","E","Eastbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","8","Sector 8 (SouthWest) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","KNDJN2A2XF7198524","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","8","Ran Off Roadway Right","41","Utility Pole","88","Not Applicable","1","No Special Function","88","Not applicable","","","Mansfield Depot","CT","","06251","true","false","Troop K","false","false","Kinney Rd","false","CT","false","false","88","USAA General Indemnity Company  GIC","","","","","","","","","","","","","","","","","","","","","","","",""
"1148612","2","1","Vehicle in Operation","2","Chevrolet","2001","2001","Silverado K1500hd","Green","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","7","Tires","88","Not Applicable","30","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","5","Pick Up","1","Straight Ahead","7","Tires","1GCGK13U41F179915","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Lebanon","CT","UnitedStates","06249","true","true","Troop K","false","false","Millstream Rd","false","CT","false","false","88","NONE","","","","","","","","","","","","","","","","","","","","","","","",""
"1150745","1","1","Vehicle in Operation","1","HOND","2019","2019","CRV","GRY","S","Southbound","false","40","Tree (standing)","1","Straight Ahead","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","2HKRW2H84KH619685","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","47","Other Fixed Object (wall, building, tunnel, etc.)","40","Tree (standing)","","","1","No Special Function","88","Not applicable","","","NORWICH","CT","","06360","true","false","CRYSTAL AUTO","false","false","HARLAND RD","false","CT","false","false","88","AMICA","","","","","","","","","false","NORWICH","CT","","","","","","","","","","","","",""
"1151026","1","1","Vehicle in Operation","1","Volvo","2005","2005","S60 2.5t Awd","Blue","S","Southbound","false","41","Utility Pole","2","Negotiating a Curve","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","3","Curve Right","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","2","Negotiating a Curve","0","None","YV1RH592052458936","1","No Control Device","88","Not Applicable","9","Ran Off Roadway Left","41","Utility Pole","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Haven","CT","","06513","","false","900 Longbrook Ave. Stratford, CT","false","false","Surf Ave","false","CT","false","false","88","Safeco Insurance Company of Illinois","","","","","","","","","","","","","","","","","","","","","","","",""
"1151133","1","1","Vehicle in Operation","2","Nissan","2011","2011","Rogue ","Black","E","Eastbound","false","3","Immersion, Full or Partial","2","Negotiating a Curve","99","Unknown","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","3","Curve Right","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","2","Negotiating a Curve","99","Unknown","JN8AS5MV0BW315872","1","No Control Device","88","Not Applicable","9","Ran Off Roadway Left","33","Curb","1","Overturn/Rollover","3","Immersion, Full or Partial","1","No Special Function","88","Not applicable","","","Bridgeport","CT","UnitedStates","06606","","false","EAST COAST TOWING","false","false","TOKENEKE RD","true","CT","false","false","88","Motor Club Insurance Company","","","","","","","","","","","","","","","","","","","","2024-04-02","","","",""
